"CreationDate";"Body";"Title";"Tags";"Respondida"
"2015-04-15 10:22:41";"<p>I have to scroll down to a element and then tap this element.I have tried using TouchAction, but it does not work.</p><p>P.S I'm new to Appium</p>";"How to scroll to an element in TableView in Appium (Java)?";"<java><ios><automated-tests><appium>";"S"
"2016-01-23 11:38:55";"<p>I'm trying to create a dialog window where I ask for a persons name with the format: Lastname, Surname</p><p>I'm then trying to show <em>just</em> the surname name in a new dialog window with the format: <code>Hello! SURNAME!</code></p><p>This is my code so far:</p><pre><code>import javax.swing.*;   public class Surname {    public static void main(String[] arg) {    String a = JOptionPane.showInputDialog(null, 'Write your name: Lastname, surname ');    int i, j;    i = a.lastIndexOf(???);       j = a.indexOf(',' + 1);             a = a.substring(i, j);    JOptionPane.showMessageDialog(null, 'Hello! ' + a.toUpperCase());  }}</code></pre>";"Creating dialog windows";"<java>";"S"
"2011-04-11 10:16:08";"<p>I'm new to Android. I'm looking for some code samples for <strong>Android Bluetooth programming</strong>. Could you please post them for me? Any useful link would be appreciated.</p>";"Code samples for Android Bluetooth programming";"<java><android><bluetooth>";"S"
"2011-04-11 10:17:47";"<p>I am looking to write a Java app which queries multiple URLs (defined by a list of URIs) for their HTML source and returns the contents of a specific element with a defined id on each page.</p><p>As an example, lets say one started with a list of a list of blog post URLs such as...</p><ul><li><a href='http://www.myblog.com/post_three' rel='nofollow'>http://www.myblog.com/post_three</a></li><li><a href='http://www.myblog.com/post_two' rel='nofollow'>http://www.myblog.com/post_two</a></li></ul><p>...now, if a sample page looks like the following...</p><pre><code>&lt;html&gt;&lt;body&gt;    &lt;div class='content'&gt;        &lt;h2 id='post_title'&gt;Post Title&lt;/h2&gt;        &lt;p class='post_paragraph'&gt;Here is the content of my post.&lt;/p&gt;    &lt;/div&gt;&lt;/body&gt;&lt;/html&gt;</code></pre><p>How can I grab the contents of the 'post_title' id for each of my URLs, and print it to the console with the classic System.out.print(String s)?</p><p>Thanks for all input.</p>";"Query URL and return the contents of a specific HTML ID";"<java><html_>";"S"
"2010-05-15 20:34:04";"<p>GWT with JPA</p><p>There are two projects in my eclipse workspace, let's name them:</p><p>-JPAProject-GWTProject</p><p>JPAProject contains JPA configuration stuff (persistence.xml, entity classes and so on). GWTProject is an examplary GWT project (taken from official GWT tutorial).</p><p>Both projects work fine alone. That is, I can create EMF (EntityManagerFactory) in JPAProject and get entities from the database. GWTProject works fine too, I can run it, fill the field text in the browser and get the response.</p><p>My goal is to call JPAProject from GWTProject to get entities. But the problem is that when calling DAO, I get the following exception:</p><pre><code>[WARN] Server class 'com.emergit.service.dao.profile.ProfileDaoService' could not be found in the web app, but was found on the system classpath[WARN] Adding classpath entry 'file:/home/maliniak/workspace/emergit/build/classes/' to the web app classpath for this session[WARN] /gwttest/greetjavax.persistence.PersistenceException: No Persistence provider for EntityManager named emergitPU    at javax.persistence.Persistence.createEntityManagerFactory(Unknown Source)    at javax.persistence.Persistence.createEntityManagerFactory(Unknown Source)    at com.emergit.service.dao.profile.JpaProfileDaoService.&lt;init&gt;(JpaProfileDaoService.java:19)    at pl.maliniak.server.GreetingServiceImpl.&lt;init&gt;(GreetingServiceImpl.java:21)      ...    at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:380)    at org.mortbay.io.nio.SelectChannelEndPoint.run(SelectChannelEndPoint.java:395)    at org.mortbay.thread.QueuedThreadPool$PoolThread.run(QueuedThreadPool.java:488)[ERROR] 500 - POST /gwttest/greet (127.0.0.1) 3812 bytes</code></pre><p>I guess that the warnings at the beginning can be omitted for now. </p><p>Do you have any ideas? I guess I am missing some basic point. All hints are highly appreciated.</p><hr><p><strong>Update:</strong> My persistence provider is well defined, the JPA project works well by itself. </p><p>I guess it's classpath related problem too. When running the GWT project, in <code>WEB-INF/lib</code> there is only <code>gwt-servlet.jar</code>.  </p><p>Do you think that making custom Ant file to build whole thing up is the only solution (i.e. make jar out of the JPA project and copying it to <code>WEB-INF/lib</code>)? Or is there any Eclipse solution, so I could set the GWT project properties properly so GWT project would know to include <code>persistence.xml</code> file?</p><p><strong>Update:</strong> OK, I got it working. I tried to put persitence.xml everywhere in war/WEB-INF where it was possible, but kept getting 'no persistence provider' error. It turned out that it wasn't about persistence.xml. I didn't copy the eclipselink jar to WEB-INF/lib, so it couldn't find provider class defined in persistence.xml. Copying all the jars did the thing.</p><p>Thank you very much Pascal. </p>";"GWT with JPA - no persistence provider";"<java><gwt><jpa>";"S"
"2014-06-20 20:06:29";"<p>In java, it is recommended to declare a variable as private and access it using a public function getVar() and set it using public function putVar().</p><pre><code>public void setVar(int y){   this.x=y;  //x is a private variable of class}public int getVar(){   return this.x;}</code></pre><p>Why cant we just declare the variables as public and use it using object.var anywhere. In anycase, the members of the object are accessible. In one case using getVar() and in other case using object.var. Then why the get()/set() is used everywhere?</p>";"Difference between public variable and getVar/setVar?";"<java><c++><object-oriented-analysis>";"S"
"2012-05-29 22:01:59";"<p>I've got a Java Service Wrapper application that accesses registry entries. (Yeah, I know, weird, huh? In case you're wondering, I'm using David's solution to <a href='http://stackoverflow.com/questions/62289/read-write-to-windows-registry-using-java'>this question</a> to read from the registry using Java.) </p><p>Everything works just fine on 32-bit versions of Windows. I can run my application from both the console (using the Java Service Wrapper's .bat file) and as a service installed from the bat file. I can see the various things I need from the Windows registry.</p><p>However, on a 64-bit Windows system, I can no longer see the registry entries I need when I run the application as a service; the entries all appear to be null. However, it still works in the console!</p><p>My hypothesis is that when run from the console (as an administrative user, in case it's relevant) the Java Service Wrapper starts a 64-bit JVM and is able to access the regular 64-bit registry. Then, when run as a service (via the LOCALSYSTEM user) it starts a 32-bit JVM (which would then try to access the oh-so-special 32-bit registry in the Wow6432bit node. The entries I'm looking for are absent from this node, which would then explain why I get null values for them in this case.</p><p>This leads to my question: why on Earth would the Java Service Wrapper start a 32-bit JVM when started via the services list, and why would it start a 64-bit JVM when started from the console?</p><p>NOTE: I'm using Java Service Wrapper 3.5.14 and in my config file I have </p><p><code>wrapper.java.additional.auto_bits=TRUE</code></p><p>Ideally, I'd like to keep the JVM selection automatic, so I can use one installer to deploy my software on both 32-bit and 64-bit systems. (This is one reason I chose to use JSW over Tomcat, in fact.)</p><p>Thanks so much for reading.</p>";"Trouble with Java Service Wrapper when run from console vs. run as a service";"<java><windows><registry><32bit-64bit><java-service-wrapper>";"S"
"2014-02-12 08:58:56";"<p>I want to put a String in a <code>JTable</code> that is longer than the given cell-width.How can I set the <code>rowHeight</code> dynamically so that I can read the whole String?Here is an example:</p><pre><code>import javax.swing.*;public class ExampleTable {public JPanel createTable() {                   JPanel totalGUI = new JPanel();    //define titles for table    String[] title = {'TITLE1', 'TITLE2', 'TITLE3'};    //table data    Object[][] playerdata = {           {new Integer(34), 'Steve', 'test test test'},    {new Integer(32), 'Patrick', 'dumdi dumdi dummdi dumm di di didumm'},    {new Integer(10), 'Sarah', 'blabla bla bla blabla bla bla blabla'},};    //create object 'textTable'    JTable textTable = new JTable(playerdata,title);    //set column width    textTable.setAutoResizeMode(JTable.AUTO_RESIZE_OFF);     textTable.getColumnModel().getColumn(0).setPreferredWidth(60);    textTable.getColumnModel().getColumn(1).setPreferredWidth(60);    textTable.setDefaultRenderer(String.class, new RowHeightCellRenderer());    //scrollbar    JScrollPane scrollPane = new JScrollPane(textTable);    totalGUI.add(scrollPane);                   return totalGUI;}private static void createAndShowGUI() {    //create main frame    JFrame mainFrame = new JFrame('');    ExampleTable test = new ExampleTable();    JPanel totalGUI = new JPanel();    totalGUI = test.createTable();    //visible mode    mainFrame.add(totalGUI); //integrate main panel to main frame    mainFrame.pack();    mainFrame.setVisible(true);     }public static void main (String[] args) {                   createAndShowGUI();     }//main}</code></pre><p>And here you'll see the code which line-breaks each text that is to long for the given cell</p><pre><code>    import java.awt.*;    import javax.swing.*;    import javax.swing.table.*;    public class RowHeightCellRenderer extends JTextArea implements TableCellRenderer    {      /**         *          */        private static final long serialVersionUID = 1L;    public Component getTableCellRendererComponent (JTable table,                                                     Object value,                                                     boolean isSelected,                                                     boolean hasFocus,                                                     int row,                                                     int column )  {        setText( value.toString() );            return this;      }    }</code></pre><p>thank you but I want to implement the RowHeight dynamically, depending on String length...I want to read the whole String/text in the cell. any suggestions?</p><p>I'm java beginner and this is my first question. I would be delighted I get an answer.</p>";"How to set the RowHeight dynamically in a JTable";"<java><swing><jtable>";"S"
"2016-10-21 21:29:04";"<p>For a JavaFX application which connects to a rest web service to function, are there any obvious strategies for building a single version of your application  which knows which server environment (QA/Prod) to connect to?  How is this type of thing 'typically' done?  Are separate QA and Production builds recommended?  </p><p>Obviously, you'd want to make it easy for users to hit production without hassles, but also prevent your testers from accidentally interacting with production instead of QA.  </p><p>This would be for a web-start JavaFX application, so while ideally the binaries would be identical, the main difference is the server the application came from (which web-start page they logged into initially to initiate their server side session).</p>";"Strategies for deploying QA and Production versions of a JavaFX application";"<java><javafx><javafx-8>";"S"
"2015-04-15 10:14:56";"<p>I believed that version was checked on deleting an entity. But i have just read that..</p><blockquote>  <p>In JPA,  You have to merge the detached instance first and then remove the  merged object (or, alternatively, get a reference with the same  identifier, and remove that).</p></blockquote><p>Am confused with alternative approach suggested by Gavin King in his book on Hibernate</p><pre><code>item1.setName('iphone')// this is a detached objectEntityManager em = emf.createEntityManager();EntityTransaction tx = em.getTransaction();tx.begin();// this will give a proxy as we don't have any instance with this ID in// persistence context. Now if this is a proxy it doesn't have any version.// How hibernate decides whether to delete such an object or not.    Item item2 = em.getReference(Item.class, item1.getId());em.remove(item2);tx.commit();em.close();</code></pre><p><strong>If above is allowed, does it mean version is not checked in case of delete ?</strong></p>";"Is version checked when we delete an entity in hibernate?";"<java><hibernate><jpa>";"S"
"2011-04-11 10:33:44";"<p>I want to do a simple color replace on a BufferedImage, in java.</p><p>Here is my code:</p><pre><code>public BufferedImage convertEDEDEDtoRGB(BufferedImage bufferedImage, short nr, short ng, short nb){    short[] r = new short[256];    short[] g = new short[256];    short[] b = new short[256];    short[] a = new short[256]; //leave a the same    for(short i=0; i&lt;r.length; i++) {        r[i]=i;        g[i]=i;        b[i]=i;        a[i]=i;             }    System.out.println('componentSize '+bufferedImage.getColorModel().getComponentSize());    for(int i = 0; i&lt;bufferedImage.getColorModel().getComponentSize().length; i++)        System.out.println('rgb ('+i+') ' +bufferedImage.getColorModel().getComponentSize(i) ); //gives 8 bits    System.out.println('num Components '+bufferedImage.getColorModel().getNumColorComponents()); // gives 3    r[237] = nr;     g[237] = ng;     b[237] = nb;    short[][] ededed2rgb = new short[][]{r, g, b, a};    ShortLookupTable t = new ShortLookupTable(0, ededed2rgb);    LookupOp  ededed2rgbOp = new LookupOp(t, null);    bufferedImage = ededed2rgbOp.filter(bufferedImage, null);    return bufferedImage;}</code></pre><p>This yields the following error, and I just do not see what I am mising:</p><pre><code> Number of color/alpha components should be 4 but length of bits array is 2at java.awt.image.ColorModel.&lt;init&gt;(ColorModel.java:318)    at java.awt.image.ComponentColorModel.&lt;init&gt;(ComponentColorModel.java:256) at java.awt.image.LookupOp.createCompatibleDestImage(LookupOp.java:396)    at java.awt.image.LookupOp.filter(LookupOp.java:136)    at nl.sytematic.projects.myproj.server.custom.MyServlet.convertEDEDEDtoRGB(GenerateFlavourImageServlet.java:225)</code></pre><p>I tried with</p><pre><code>new short[][] { r,g,b}</code></pre><p>but the same error pops up. Any thoughts? I am loading a .png image (with transparency) by the way.</p>";"BufferedImage java: Number of color/alpha components should be 4 but length of bits array is 2";"<java><bufferedimage>";"S"
"2015-04-15 16:24:20";"<p>I'm learning about Wildcards and I dont think I understand the difference between <code>List&lt;Number&gt;</code> and <code>List&lt;? extends Number&gt;</code>. They say that the first is a list of Numbers only, and second is a list of Numbers or any of its subclasses. But every object of any subclass <strong>is</strong> instance of its superclass. Could anyone help me with that?</p>";"What is the difference between using Wildcard or not?";"<java><generics>";"S"
"2014-11-13 15:15:33";"<p>I have a very simple LDAP auth :</p><pre><code>DirContext ctx = null;    try    {        logger.debug('Trying to log with LDAP');        Hashtable&lt;String, String&gt; env = new Hashtable&lt;String, String&gt;();        env.put(javax.naming.Context.INITIAL_CONTEXT_FACTORY, ninjaProperties.get('ldapFactory'));        env.put(javax.naming.Context.PROVIDER_URL, ninjaProperties.get('ldapProvider'));        env.put(javax.naming.Context.SECURITY_AUTHENTICATION, ninjaProperties.get('ldapAuthentication'));        env.put(javax.naming.Context.SECURITY_PRINCIPAL, ninjaProperties.get('ldapDomain') + context.getParameter('login'));         env.put(javax.naming.Context.SECURITY_CREDENTIALS, context.getParameter('password'));        ctx = new InitialDirContext(env);        if(ctx != null){            logger.info( 'User [' + context.getParameter('login') + '] logged in successfully.' );            ctx.close();            return Results.redirect('/TermeController/consult');        }    }    catch (Exception e)    {                   logger.error('LDAP Login failed : ' + e.toString());    }</code></pre><p>For now, users logg in with a form. I would like to set up an SSO auth, but i can't find a way to set it up easily.Do i need to use something like CAS or so? Or is there a simple way?Thx :)</p>";"Simple LDAP SSO auth";"<java><single-sign-on>";"S"
"2011-11-19 19:25:59";"<p>I'm new to Android development, so I want to see Android SDK source code in order to understand how it works. </p><p>How can I attach Android SDK sources in eclipse?</p>";"Android SDK Sources";"<java><android><eclipse>";"S"
"2012-05-29 22:07:52";"<p>I am trying to make a hot deployment. Database connection information are stored in my META-INF/context.xml.</p><p>When I drop the folder to my $TOMCAT_HOME/webapps/, it tries to reload and then fails because it can't find the db connection informations. When I look within the ../conf/Catalina/localhost/myapp.xml is it not in there.</p><p>Can someone give me some lead on it so I can find what might be wrong ?</p><p>(I don't think its a permission error since localhost is in 777 - for testing)</p>";"reloading META-INF/context.xml to ../conf/Catalina/localhost/myapp.xml not working";"<java><tomcat6><catalina><context.xml><contextpath>";"S"
"2012-05-29 22:09:32";"<p>I am trying to prevent my JTable being re-sized in a way that the headers are smaller than the size of the text they hold. The problem I am having is that the minimum preferred width I am getting for each header component is only 10 which is obviously too small when the values in each header component are 'Header 1', 'Header 2', 'Header 3' and so on.</p><p>I have spent a lot of time searching SO and tried implementing various suggestions, but haven't managed to come across a solution as of yet. Please see the current code I am using as apart of my extended JTable:  </p><pre><code>public class MyTable extends JTable {private Map&lt;Integer, Integer&gt; minSizeMap;public void calculateMinColumnSizes() {    int width = 0;    int row = 0;    minSizeMap = new HashMap&lt;Integer, Integer&gt;();    for (int column = 0; column &lt; columnModel.getColumnCount(); column++) {        TableColumn tableColumn = columnModel.getColumn(column);        TableCellRenderer renderer = tableColumn.getCellRenderer();        Component comp = this.prepareRenderer(renderer, row, column);        width = Math.max(comp.getPreferredSize().width, width);        minSizeMap.put(tableColumn.getModelIndex(), width);    }   }}</code></pre><p>The original code came from kleopatra's answer to <a href='http://stackoverflow.com/questions/5820238/how-to-resize-jtable-column-to-string-length/5820410#5820410'>How to resize JTable column to string length?</a> ,but I have changed parts as at the moment I only want to get the minimum preferred width of each column header, and store it for later comparison after resizing.</p><p>All the models have been set before I call the method, so I'm a bit perplexed as to how it is getting 10 for the component preferred width, when the minWidth and preferredWidth defaults for TableColumn are 15 and 75 respectively.</p><p>Any ideas as to what I've done/understood wrong?</p>";"How to get the minimum preferred width of the header component of a JTable column so it cannot be resized smaller than the value?";"<java><swing><header><jtable><tablecolumn>";"S"
"2011-11-19 19:09:40";"<p>As described in the title, I've been trying to set up sort of a vertical flow layout with horizontal scrolling.  The components within the layout will be JLabels.  Let me draw a picture:</p><pre><code>+-------------------------+   &lt;--- window|Label1   Label4    Label7||Label2   Label5    Label8|   &lt;--- labels|Label3   Label6    Label9||&lt;===============&gt;========|   &lt;--- scrollbar+-------------------------+</code></pre><p>Same window, expanded vertically</p><pre><code>+--------------------------+   &lt;--- window|Label1   Label5    Label9 ||Label2   Label6    Label10|   &lt;--- labels|Label3   Label7    Label11||Label4   Label8    Label12||&lt;===================&gt;=====|   &lt;--- scrollbar+--------------------------+</code></pre><p>So, the labels would fill the available vertical space and then create a new column.  Once the available horizontal space is exhausted, a <strong>horizontal</strong> scrollbar would appear.</p><p>A vertical scrollbar should not typically appear; however, it would be nice to have a vertical scrollbar if the vertical height of the window is unusually small.</p><p>Any help is greatly appreciated.  I'm new to Java, so any additional explanation would be wonderful.  Thanks!</p><p>Edit:</p><p>Based on the responses below, I am now working with:<a href='http://tips4java.wordpress.com/2008/11/06/wrap-layout/' rel='nofollow'>http://tips4java.wordpress.com/2008/11/06/wrap-layout/</a>  and<a href='http://code.google.com/p/verticalflowlayout/' rel='nofollow'>http://code.google.com/p/verticalflowlayout/</a></p><p>I have the WrapLayout extending VerticalFlowLayout as such:</p><pre><code>package LogicSim;import java.awt.*;import javax.swing.JScrollPane;import javax.swing.SwingUtilities;/** *  FlowLayout subclass that fully supports wrapping of components. */public class VerticalWrapLayout extends VerticalFlowLayout{private Dimension preferredLayoutSize;/*** Constructs a new &lt;code&gt;WrapLayout&lt;/code&gt; with a left* alignment and a default 5-unit horizontal and vertical gap.*/public VerticalWrapLayout(){    super();}/*** Constructs a new &lt;code&gt;FlowLayout&lt;/code&gt; with the specified* alignment and a default 5-unit horizontal and vertical gap.* The value of the alignment argument must be one of* &lt;code&gt;WrapLayout&lt;/code&gt;, &lt;code&gt;WrapLayout&lt;/code&gt;,* or &lt;code&gt;WrapLayout&lt;/code&gt;.* @param align the alignment value*/public VerticalWrapLayout(int align){    super(align);}/*** Creates a new flow layout manager with the indicated alignment* and the indicated horizontal and vertical gaps.* &lt;p&gt;* The value of the alignment argument must be one of* &lt;code&gt;WrapLayout&lt;/code&gt;, &lt;code&gt;WrapLayout&lt;/code&gt;,* or &lt;code&gt;WrapLayout&lt;/code&gt;.* @param align the alignment value* @param hgap the horizontal gap between components* @param vgap the vertical gap between components*/public VerticalWrapLayout(int align, int hgap, int vgap){    super(align, hgap, vgap);}/*** Returns the preferred dimensions for this layout given the* &lt;i&gt;visible&lt;/i&gt; components in the specified target container.* @param target the component which needs to be laid out* @return the preferred dimensions to lay out the* subcomponents of the specified container*/@Overridepublic Dimension preferredLayoutSize(Container target){    return layoutSize(target, true);}/*** Returns the minimum dimensions needed to layout the &lt;i&gt;visible&lt;/i&gt;* components contained in the specified target container.* @param target the component which needs to be laid out* @return the minimum dimensions to lay out the* subcomponents of the specified container*/@Overridepublic Dimension minimumLayoutSize(Container target){    Dimension minimum = layoutSize(target, false);    minimum.width -= (getHgap() + 1);    return minimum;}/*** Returns the minimum or preferred dimension needed to layout the target* container.** @param target target to get layout size for* @param preferred should preferred size be calculated* @return the dimension to layout the target container*/private Dimension layoutSize(Container target, boolean preferred){        synchronized (target.getTreeLock())        {    //  Each row must fit with the width allocated to the containter.    //  When the container width = 0, the preferred width of the container    //  has not yet been calculated so lets ask for the maximum.    int targetWidth = target.getSize().width;    if (targetWidth == 0)        targetWidth = Integer.MAX_VALUE;    int hgap = getHgap();    int vgap = getVgap();    Insets insets = target.getInsets();    int horizontalInsetsAndGap = insets.left + insets.right + (hgap * 2);    int maxWidth = targetWidth - horizontalInsetsAndGap;    //  Fit components into the allowed width    Dimension dim = new Dimension(0, 0);    int rowWidth = 0;    int rowHeight = 0;    int nmembers = target.getComponentCount();    for (int i = 0; i &lt; nmembers; i++)    {        Component m = target.getComponent(i);        if (m.isVisible())        {            Dimension d = preferred ? m.getPreferredSize() : m.getMinimumSize();            //  Can't add the component to current row. Start a new row.            if (rowWidth + d.width &gt; maxWidth)            {                addRow(dim, rowWidth, rowHeight);                rowWidth = 0;                rowHeight = 0;            }            //  Add a horizontal gap for all components after the first            if (rowWidth != 0)            {                rowWidth += hgap;            }            rowWidth += d.width;            rowHeight = Math.max(rowHeight, d.height);        }    }    addRow(dim, rowWidth, rowHeight);    dim.width += horizontalInsetsAndGap;    dim.height += insets.top + insets.bottom + vgap * 2;    //  When using a scroll pane or the DecoratedLookAndFeel we need to    //  make sure the preferred size is less than the size of the    //  target containter so shrinking the container size works    //  correctly. Removing the horizontal gap is an easy way to do this.    Container scrollPane = SwingUtilities.getAncestorOfClass(JScrollPane.class, target);    if (scrollPane != null)    {        dim.width -= (hgap + 1);    }    return dim;}}/* *  A new row has been completed. Use the dimensions of this row *  to update the preferred size for the container. * *  @param dim update the width and height when appropriate *  @param rowWidth the width of the row to add *  @param rowHeight the height of the row to add */private void addRow(Dimension dim, int rowWidth, int rowHeight){    dim.width = Math.max(dim.width, rowWidth);    if (dim.height &gt; 0)    {        dim.height += getVgap();    }    dim.height += rowHeight;}}</code></pre><p>Here is my frame setup:</p><pre><code>    JFrame frame = new JFrame();    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);    frame.setSize(300, 300);    frame.setVisible(true);    JPanel panel = new JPanel();    panel.setLayout( new VerticalWrapLayout(0) );    JScrollPane pane = new JScrollPane(panel);    frame.add( pane, BorderLayout.CENTER );    for (int i=0; i &lt; 80; i++ ) {        panel.add( new JLabel( 'Label' + i ) );    }</code></pre><p>Now, this sets up the labels in vertical columns in the way that I'm after, but it still creates the vertical scroll bar.  I'm pretty shaky when it comes to modifying the VerticalWrapLayout class.  Also, I really don't understand how the JScrollPane interacts will these classes.  Any suggestions on how to proceed?</p><hr><p><strong>Solved!</strong>  Please see the answers below as well as my answer.</p>";"Java - Vertical 'FlowLayout' with Horizontal Scrolling";"<java><swing><jframe><jpanel><layout-manager>";"S"
"2015-08-30 10:44:19";"<p>I'm still looking for a update method in Spring's Data JPA to update a given <strong>Object</strong> persited in a relational database. I only found solutions in which I'm forced to specify some kind of UPDATE queries via @Query annotation (in comparison with @Modifying), for example:</p><pre><code>@Modifying@Query('UPDATE User u SET u.firstname = ?1, u.lastname = ?2 WHERE u.id = ?3')public void update(String firstname, String lastname, int id);</code></pre><p>For building the Query, I also have to pass single parameters instead of <strong>whole Objects</strong>. But that's exactly what I want to do (passing whole Objects).</p><p>So, what I'm trying to find is a method like this:</p><pre><code>public void update(Object obj);</code></pre><p>Is it possible to build such a update method based on Spring Data JPA? How must it be annotated?</p><p>Thank you!</p>";"Spring Data JPA Update Method";"<java><spring><spring-data-jpa>";"S"
